ProjectName,PLC_Name,TagTable,TagName,DataType,Address,Comment,Retentive,Scope,TagId
P24U1_OP6020,PC-System_1,InputOutputs,iSpare_I434.0,,%I434.0,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:iSpare_I434.0
P24U1_OP6020,PC-System_1,InputOutputs,iSpare_I435.0,,%I435.0,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:iSpare_I435.0
P24U1_OP6020,PC-System_1,InputOutputs,iSpare_I434.1,,%I434.1,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:iSpare_I434.1
P24U1_OP6020,PC-System_1,InputOutputs,iSpare_I435.1,,%I435.1,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:iSpare_I435.1
P24U1_OP6020,PC-System_1,InputOutputs,qMotionEnableContactor-1On_Q71.0,,%Q71.0,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qMotionEnableContactor-1On_Q71.0
P24U1_OP6020,PC-System_1,InputOutputs,qMotionEnableContactor-2On_Q71.1,,%Q71.1,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qMotionEnableContactor-2On_Q71.1
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q71.2,,%Q71.2,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q71.2
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q71.3,,%Q71.3,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q71.3
P24U1_OP6020,PC-System_1,InputOutputs,qCamera-1Light-1On_Q152.0,,%Q152.0,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qCamera-1Light-1On_Q152.0
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q152.1,,%Q152.1,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q152.1
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q152.2,,%Q152.2,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q152.2
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q152.3,,%Q152.3,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q152.3
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q152.4,,%Q152.4,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q152.4
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q152.5,,%Q152.5,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q152.5
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q152.6,,%Q152.6,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q152.6
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q152.7,,%Q152.7,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q152.7
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q433.4,,%Q433.4,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q433.4
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q433.5,,%Q433.5,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q433.5
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q436.0,,%Q436.0,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q436.0
P24U1_OP6020,PC-System_1,InputOutputs,qSpare_Q436.1,,%Q436.1,Siemens.Engineering.MultilingualText,FALSE,Global,PC-System_1:InputOutputs:qSpare_Q436.1
