ProjectName,PLC_Name,BlockName,BlockType,Language,AttributeName,AttributeValue,InterfaceSection,InterfaceName,InterfaceDataType,InitialValue,Comment,SourceReference
P24U1_OP6020,PC-System_1,S1_CompScrTaskDisplayDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Main,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_ManFunctions,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_ModeDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Mode,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_ManageMotions,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FreeRun_Module,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_StationPalletStop,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_StaPalletStop_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_PalletLift,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_PalletLift_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_OMSCycleResult,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_OMSVersChangeAck,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_AnalyzeAllOpTasks,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_OMS_ManagementDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_OMSOkToBuildDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_CheckAllTaskConf,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_OMSActiveRecipe,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_OMSCommControl_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_OMSLnkdRecipeDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_OMS_Management,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_PartCount_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_PartCountControl,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_PartCount,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Dataman,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Dataman1,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Dataman1_APN_Check,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Dataman_Hand Held,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Dataman2_APN_Check,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Dataman2,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Traceability_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Traceability,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_DriveConfig,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_StationConfig,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_StationConfigDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_CycleTimers,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_CycleTypes,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_StationCycleStatus,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_StationData,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_UserData,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_PowerUp,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_4PB_Box,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_4PB_Box_Example,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,DB_IFWC_RC,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,DB_IFWC_USER,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1BrakeCheck,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1Commands,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1Home,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1Maint,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1ZeroPosition,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucRobot1_Control,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucRobot1_Status,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1_BrakeCheck,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1_Home_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1_Maint_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1_VisionPos AWD,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1_VisionPos RWD,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucR1ZeroPosition_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucRobot1_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FanucRobot1InterfaceDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FS_FanucIntfc1_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_1FanucR1VisionPositionAWD,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_1FanucR1VisionPositionRWD,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_GPTS,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_GPTS_Control_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Fluids,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_QTS_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_QTS_RunoffHMI,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_QTS_MultiplexData,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_QTS_RecvData,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_QTS_SendData,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_QTS,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FS_QTSWS_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_QTS_TempRcvDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FS_IQT_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_RFRdData,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_RFWtData,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,FS_Vtag_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_RFRIDSimulationData,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_RFRdData_Reset,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_RFID,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_VtagTUTD_InterfaceData,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_FS_Vtag_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Tasks,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Tasks_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,PR_TaskDataFind,,SCL,,,,,,,,
P24U1_OP6020,PC-System_1,PR_TaskDataFind_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,11.S1_A1-11 -Sense Lead Pos4 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,10.S1_A1-10-Sense Lead Pos3 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,9.S1_A1-9-Sense Lead Pos2 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,12.S1_A1-12-Sense Lead Pos5 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,13.S1_A1-13-MSD Pos6 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,15.S1_A-15-Align Aux Lead to BBM Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,16.S1_A-16-AUX RD Bolt-1 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,17.S1_A-17-AUX RD Bolt-2 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,18.S1_A-18 Align SDU Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,19.S1_A-19-SDU RD Bolt-1 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,20.S1_A-20-SDU RD Bolt-2 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,1.S1_A1-1-DCFC Header Lot Scan Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,2.S1_A1-2-Align DCFC to HVDU Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,3.S1_A1-3-DCFC RD Bolt-1 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,4.S1_A1-4-DCFC RD Bolt-2 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,5.S1_A1-5-Push Down MSD Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,7.S1_A1-7-Install 5 Sense Lead Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,8.S1_A1-8-Sense Lead Pos1 Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,1.S1_A1-1-DCFC Header Lot Scan TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,2.S1_A1-2-Align DCFC to HVDU TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,3.S1_A1-3-DCFC RD Bolt-1 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,4.S1_A1-4-DCFC RD Bolt-2 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,4.S1_A1-4-DCFC RD Bolt-2 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,5.S1_A1-5-Push Down MSD TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,5.S1_A1-5-Push Down MSD TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,7.S1_A1-7-Install 5 Sense Lead TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,7.S1_A1-7-Install 5 Sense Lead TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,8.S1_A1-8-Sense Lead Pos1 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,8.S1_A1-8-Sense Lead Pos1 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,9.S1_A1-9-Sense Lead Pos2 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,9.S1_A1-9-Sense Lead Pos2 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,10.S1_A1-10-Sense Lead Pos3 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,10.S1_A1-10-Sense Lead Pos3 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,11.S1_A1-11 -Sense Lead Pos4 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,11.S1_A1-11 -Sense Lead Pos4 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,14.S1_A1-14-Install Bonus Mask Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,12.S1_A1-12-Sense Lead Pos5 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,12.S1_A1-12-Sense Lead Pos5 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,13.S1_A1-13-MSD Pos6 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,13.S1_A1-13-MSD Pos6 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,14.S1_A1-14-Install Bonus Mask TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,14.S1_A1-14-Install Bonus Mask TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,15.S1_A-15-Align Aux Lead to BBM TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,15.S1_A-15-Align Aux Lead to BBM TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,16.S1_A-16-AUX RD Bolt-1 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,16.S1_A-16-AUX RD Bolt-1 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,17.S1_A-17-AUX RD Bolt-2 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,17.S1_A-17-AUX RD Bolt-2 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,20.S1_A-20-SDU RD Bolt-2 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,20.S1_A-20-SDU RD Bolt-2 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,1.S1_A1-1-DCFC Header Lot Scan TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,2.S1_A1-2-Align DCFC to HVDU Taskfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,3.S1_A1-3-DCFC RD Bolt-1 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,6.S1_A1-6-Align BBM Sense Ld to EMU Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,6.S1_A1-6-Align BBM Sense Ld to EMU TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,6.S1_A1-6-Align BBM Sense Ld to EMU TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,18.S1_A-18 Align SDU TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,18.S1_A-18 Align SDU TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,19.S1_A-19-SDU RD Bolt-1 TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,19.S1_A-19-SDU RD Bolt-1 TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,21.S1_A-21-Remove BonusMask Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,21.S1_A-21-Remove Bonus Mask TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,21.S1_A-21-Remove BonusMask TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,22.S1_A-22-Gige Inspection Task,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,22.S1_A-22-Gige Inspection TaskIntfc,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,22.S1_A-22-Gige Inspection TaskDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Utility_Call,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Wipropari MainCall,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Sequence_Call,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_HMI_Call,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,PR_InOutStatusHMIInterlock,,SCL,,,,,,,,
P24U1_OP6020,PC-System_1,S1_CycleTime_iDB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,AGV_Interlock_StationStopper_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,PR_ABB_AGV_StnInterface_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,AGVPalletLifterSequenceSeq_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,AGVPalletLifterSequence,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,AGV_Interlock,,LAD,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Free_Run_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_Station_Global_DB,,DB,,,,,,,,
P24U1_OP6020,PC-System_1,S1_HMI_Global_DB,,DB,,,,,,,,
